Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Ñuñoa, José Domingo Cañas / Pedro de Valdivia / Metro Ñuñoa",299477800,8600.0,130,130,4,3,1,17/02/2023
"Las Condes, Av Cristóbal colon/ mariano Sánchez Fontecilla",304701250,8750.0,107,107,3,2,2,17/02/2023
"Ñuñoa, Cauquenes/Irarrazaval/Plaza Egaña",177597300,5100.0,64,64,2,2,1,17/02/2023
"San Miguel, Tercera Avenida con Primera Transversal",165000000,4738.248,78,78,3,2,1,17/02/2023
"San Miguel, Ventura Blanco Viel , 1323",66163700,1900.0,41,41,1,1,0,17/02/2023
"San Miguel, Séptima Avenida 1355",124422579,3573.0,59,59,2,2,1,17/02/2023
"Las Condes, La Gioconda",550203400,15800.0,180,180,4,3,2,17/02/2023
"Las Condes, San Damián / Fray León",1009867000,29000.0,379,379,4,4,0,17/02/2023
"Santiago, Blanco Encalada",76958830,2210.0,34,34,1,1,0,17/02/2023
"Las Condes, Isidora Goyenechea 3000",1567035000,45000.0,327,327,3,4,1,17/02/2023
"Providencia, Pirineos con Vasconia",219419723,6301.0,64,64,1,1,1,17/02/2023
"Peñalolén, Av Los Presidentes 6240",68949540,1980.0,43,43,3,1,1,17/02/2023
"Las Condes, Colegio Alemán / Estocolmo",511898100,14700.0,160,160,4,4,1,17/02/2023
"Ñuñoa, Irarrazabal",306442400,8800.0,136,136,3,3,400,17/02/2023
"Vitacura, Espoz/Eduardo Marquina",800929000,23000.0,220,220,4,4,2,17/02/2023
"Independencia, Av Inglaterra  YC 60913/Belgica",73128300,2100.0,40,40,2,1,0,17/02/2023
"Ñuñoa, Irarrazabal 2901",191491677,5499.0,67,67,2,2,1,17/02/2023
"San Miguel, La Marina con Gran Avenida",99245550,2850.0,53,53,2,2,1,17/02/2023
"San Miguel, Septima Avenida 1255",132327400,3800.0,64,64,2,2,1,17/02/2023
"Ñuñoa, Francisco de Villagra",186303050,5350.0,65,65,2,2,1,17/02/2023
"Santiago, Av. Mapocho 1400",77000000,2211.182,41,41,1,1,0,17/02/2023
"La Florida, Jose Miguel Carrera 130 Condominio 7 Plazas",73128300,2100.0,55,55,2,1,0,17/02/2023
"La Florida, Paso El Roble Con V Mackenna Poniente 6800, Metro Mirador",111433600,3200.0,42,42,2,1,1,17/02/2023
"Independencia, Proyecto Hipódromo: Las Enredaderas con Fermin Vivaceta , Metro Plaza Chacabuco",101961744,2928.0,0,0,2,2,1,17/02/2023
"San Miguel, San pertersburgo 6351",81834050,2350.0,50,50,3,1,0,17/02/2023
"Santiago, San Diego  YC 54095/Pedro Lagos",76000000,2182.466,44,44,2,1,0,17/02/2023
"San Miguel, Primera Avenida",73500000,2110.674,37,37,1,1,0,17/02/2023
"Lo Barnechea, Camino La cumbre",410911400,11800.0,140,140,4,4,2,17/02/2023
"Providencia, Manuel Montt con Eliodoro Yañez",219384900,6300.0,80,80,2,2,1,17/02/2023
"Santiago, Almirante la Torre , 404,",81834050,2350.0,36,36,1,1,0,17/02/2023
"Las Condes, Presidente Riesco con Alonso de Cordova",326987970,9390.0,120,120,4,3,1,17/02/2023
"Ñuñoa, Sucre/Manuel Infante",173418540,4980.0,65,65,2,2,1,17/02/2023
"La Florida, Walker martinez, tobalaba",68949540,1980.0,51,51,3,1,0,17/02/2023
"Ñuñoa, irarrazabal con diagonal oriente",177597300,5100.0,62,62,2,2,1,17/02/2023
"Santiago, Rosas/matucana/metro quinta normal",123621650,3550.0,81,81,3,1,1,17/02/2023
"Santiago, Barrio lastarria, villavicencio",295995500,8500.0,111,111,4,2,0,17/02/2023
"Santiago, Santiago, Región Metropolitana",80092900,2300.0,35,35,1,1,0,17/02/2023
"San Miguel, Lazo 1456",76088255,2185.0,33,33,1,1,0,17/02/2023
"Santiago, Maturana/rosas/cumming",104469000,3000.0,50,50,3,1,1,17/02/2023
"La Florida, Mall Florida Center / Metro Mirador",137550850,3950.0,75,75,3,2,1,17/02/2023
"Santiago, Santiago, Región Metropolitana",59547330,1710.0,27,27,1,1,0,17/02/2023
"Ñuñoa, San Eugenio 1401",139292000,4000.0,53,53,2,2,0,17/02/2023
"Santiago, Morandé y General Mackenna",104469000,3000.0,60,60,2,2,1,17/02/2023
"Ñuñoa, Emilio Vaisse",146256600,4200.0,50,50,2,1,0,17/02/2023
"Santiago, Compañía entre Amunátegui y San Martín",130586250,3750.0,70,70,2,2,1,17/02/2023
"Ñuñoa, Marchant Pereira",149738900,4300.0,45,45,1,1,1,17/02/2023
"Las Condes, Colon con Vespucio",243412770,6990.0,71,71,3,2,1,17/02/2023
"Ñuñoa, Cauquenes",177597300,5100.0,68,68,2,2,1,17/02/2023
"Ñuñoa, Monseñor Eyzaguirre / Irarrázaval",330818500,9500.0,127,127,4,3,1,17/02/2023
"La Reina, Acogedor departamento en venta en la reina",150000000,4307.498,55,55,2,2,0,17/02/2023
"Providencia, Manuel Montt/ Eleodoro Yañez",255000000,7322.746,0,0,4,2,0,17/02/2023
"Providencia, Av. El cerro/josefina edwards/clinica indisa/pedro de valdivia norte",156703500,4500.0,43,43,1,1,1,17/02/2023
"Estación Central, Av. Alberto Hurtado 59, Piso 4, orientacion Oriente. Estacion Central.",60940250,1750.0,33,33,1,1,0,17/02/2023
"Las Condes, Luis matte larraín - vital apoquindo vista a todo santiago",400464500,11500.0,175,175,4,3,4,17/02/2023
"San Miguel, Rey Alberto con Blanco Viel",87500000,2512.707,36,36,1,1,0,17/02/2023
"Las Condes, Colon con Sebastian Elcano",355194600,10200.0,107,107,3,2,1,17/02/2023
"Recoleta, Recoleta, Región Metropolitana",68949540,1980.0,24,24,1,1,0,17/02/2023
"Huechuraba, Bosques de la Pirámide",311665850,8950.0,168,168,4,4,2,17/02/2023
"San Miguel, Curiñaco",150000000,4307.498,78,78,3,2,1,17/02/2023
"San Miguel, Venta depto amplio teresa vial san miguel",189785350,5450.0,100,100,3,2,1,17/02/2023
"Providencia, Bilbao / Roman Diaz",248636220,7140.0,90,90,2,2,0,17/02/2023
"Providencia, Plaza las lilas",330818500,9500.0,119,119,3,3,1,17/02/2023
"Santiago, Arturo Prat / Santa Isabel",125362800,3600.0,55,55,2,2,0,17/02/2023
"Vitacura, Kennedy / Luis carrera",278584000,8000.0,83,83,2,2,0,17/02/2023
"Ñuñoa, Manuel Montt / Sucre",292513200,8400.0,118,118,3,4,2,17/02/2023
"Las Condes, Orinoco",247208477,7099.0,84,84,2,2,1,17/02/2023
"Cerrillos, Ciudad de México // Avenida 5 de abril",63000000,1809.149,50,50,2,1,0,17/02/2023
"Ñuñoa, Exequiel fernandez",146256600,4200.0,67,67,3,2,1,17/02/2023
"Providencia, hernando de aguirre con apoquindo",173418540,4980.0,57,57,2,2,0,17/02/2023
"Lo Barnechea, Av. La dehesa",410911400,11800.0,164,164,3,3,2,17/02/2023
"Santiago, Diagonal Paraguay 160",104469000,3000.0,52,52,2,2,0,17/02/2023
"Ñuñoa, Regina Pacis/Jaime Guzmán",170632700,4900.0,64,64,2,2,1,17/02/2023
"Quinta Normal, Santo Domingo 4259",59895560,1720.0,29,29,1,1,0,17/02/2023
"San Miguel, Metro San Miguel - 1 Dormitorio con Bodega",104120770,2990.0,45,45,1,1,0,17/02/2023
"Santiago, Morande con General Mackenna ,Santiago Centro",111433600,3200.0,60,60,2,2,1,17/02/2023
"Estación Central, Vendo cómodo departamento de 1 dormitorios, 1 baño. En estación central al lado del metro universidad de santiago",83575200,2400.0,35,35,1,1,0,17/02/2023
"Macul, Luis Valenzuela Aris / Av. Macul",106140504,3048.0,50,50,2,1,0,17/02/2023
"San Miguel, Curiñanca",104120770,2990.0,52,52,2,2,1,17/02/2023
"Santiago, Carmen ag/Santa Isabel",134068550,3850.0,63,63,2,2,1,17/02/2023
"Las Condes, Iv centenario",286593290,8230.0,85,85,3,3,1,17/02/2023
"Estación Central, Placilla 149",61288480,1760.0,35,35,1,1,0,17/02/2023
"La Florida, Vicente Valdes con Alonso de Ercilla",111433600,3200.0,55,55,3,1,1,17/02/2023
"La Florida, Maria Elena",98409798,2826.0,63,63,2,2,1,17/02/2023
"Estación Central, Alameda/Ecuador",87022677,2499.0,52,52,2,2,0,17/02/2023
"Las Condes, Club de Golf / Av. El Golf",835752000,24000.0,201,201,3,4,2,17/02/2023
"Estación Central, María Rozas Velásquez 51",97504400,2800.0,50,50,2,2,0,17/02/2023
"Independencia, Fermín Vivaceta / El Molino",113174750,3250.0,54,54,3,2,1,17/02/2023
"Ñuñoa, Irarrazaval",264654800,7600.0,109,109,3,2,1,17/02/2023
"Maipú, Primo de Rivera Maipu",47533395,1365.0,48,48,3,1,1,17/02/2023
"Santiago, Santo Domingo 1220",69646000,2000.0,27,27,1,1,0,17/02/2023
"Providencia, Las Bellotas I Nva. Providencia",229831800,6600.0,92,92,3,2,0,17/02/2023
"Las Condes, Canta Gallo",341265400,9800.0,128,128,3,3,1,17/02/2023
"Estación Central, Venta Departamento 2 Dormitorios Estación Central",74521220,2140.0,38,38,2,1,1,17/02/2023
"Providencia, Carlos Antunez / Av. El Bosque",295647270,8490.0,102,102,2,2,2,17/02/2023
"Quinta Normal, YC 55850  Metro Gruta de Lourdes/Catedral",66000000,1895.299,41,41,1,1,0,17/02/2023
"Ñuñoa, alonso de ercilla 3055",158444650,4550.0,53,53,2,1,2,17/02/2023
"La Florida, Mall Plaza Vespucio",109692450,3150.0,55,55,2,2,2,17/02/2023
"Ñuñoa, Metro Ñuble",83575200,2400.0,70,70,2,1,1,17/02/2023
"Ñuñoa, Edo. Castillo V. / Plaza Eusebio Lillo - Metro Ñuñoa",114219440,3280.0,43,43,1,1,0,17/02/2023
"Independencia, Gamero 1541, independencia",57457950,1650.0,33,33,1,1,0,17/02/2023
"San Miguel, 2 dorm. 1 baño, estac. M. Ciudad del niño",87057500,2500.0,51,51,2,1,0,17/02/2023
"Las Condes, Martin de zamora",295995500,8500.0,85,85,2,2,2,17/02/2023
"Ñuñoa, Eliodoro Flores 2440 casi esquina P de Valdivia, Ñuñoa",234184675,6725.0,81,81,3,2,2,17/02/2023
"Santiago, Av. Matta/Vicuña Mackenna",62500000,1794.791,30,30,1,1,0,17/02/2023
"Providencia, El rey / el cerro",476726870,13690.0,160,160,2,3,1,17/02/2023
"La Florida, Departamental con Exequiel Fernandez",107951300,3100.0,37,37,1,1,1,17/02/2023
"La Cisterna, Metro Lo Ovalle - Colon con Briones Luco",82008165,2355.0,50,50,3,1,0,17/02/2023
"Providencia, Bilbao con jose manuel infante",170000000,4881.831,62,62,2,1,1,17/02/2023
"Providencia, Av. Holanda / pocuro",295647270,8490.0,112,112,3,2,1,17/02/2023
"Santiago, Lord Cochrane con Eleuterio Ramírez",92280950,2650.0,42,42,2,1,0,17/02/2023
"Ñuñoa, José María Narbona/Avda. Grecia",127452180,3660.0,83,83,3,1,1,17/02/2023
"Vitacura, el Tamarugo",762623700,21900.0,255,255,3,4,2,17/02/2023
"Macul, Coipue 3091",104469000,3000.0,46,46,2,1,0,17/02/2023
"Santiago, Serrano / parís",134416780,3860.0,64,64,2,2,1,17/02/2023
"La Reina, Loreley con príncipe de galés",400464500,11500.0,143,143,3,3,2,17/02/2023
"Estación Central, Con con 165",71387150,2050.0,35,35,1,1,0,17/02/2023
"Quinta Normal, Carrascal 3942",65000000,1866.582,56,56,3,1,0,17/02/2023
"Macul, Premio Nobel con Quilin",135809700,3900.0,80,80,2,2,0,17/02/2023
"Estación Central, Embajador Quintana 4333",71387150,2050.0,33,33,1,1,0,17/02/2023
"Providencia, Providencia",132327400,3800.0,41,41,1,1,1,17/02/2023
"Santiago, San Francisco",73128300,2100.0,38,38,1,1,0,17/02/2023
"Santiago, Alameda",80000000,2297.332,35,35,1,1,0,17/02/2023
"Macul, Avda. Macul y exequiel fernández",121880500,3500.0,70,70,3,2,0,17/02/2023
"Santiago, Cuadro Verde 160",104469000,3000.0,54,54,2,2,1,17/02/2023
"Independencia, Leonor Cepeda 952",81834050,2350.0,45,45,2,1,0,17/02/2023
"Ñuñoa, Bremen / Metro Príncipe de Gales",257690200,7400.0,75,75,2,2,0,17/02/2023
"El Bosque, General korner 81",59900000,1720.128,47,47,3,1,0,17/02/2023
"Ñuñoa, Hamburgo con Simón Bolivar",407429100,11700.0,196,196,3,2,0,17/02/2023
"Vitacura, Santa teresa de los andes",1009867000,29000.0,430,430,4,4,3,17/02/2023
"San Miguel, : san nicolas 1020",96000000,2756.799,0,0,1,1,1,17/02/2023
"Ñuñoa, Avenida Irarrazabal, cerca de la plaza Ñuñoa",248984450,7150.0,138,138,3,2,1,17/02/2023
"Santiago, Carmen / Metro Santa Lucia",132327400,3800.0,54,54,2,2,1,17/02/2023
"San Miguel, San Nicolás / Metro Lo Vial",116657050,3350.0,57,57,2,2,1,17/02/2023
"Macul, Cercano a la Rotonda de Quilin",81485820,2340.0,31,31,2,1,0,17/02/2023
"Providencia, Luis Thayer Ojeda",315008858,9046.0,96,96,2,1,1,17/02/2023
"Santiago, Metro Toesca",53000000,1521.983,30,30,1,1,0,17/02/2023
"Vitacura, Mar Jonico / Vitacura",658154700,18900.0,270,270,3,4,4,17/02/2023
"Santiago, Irarrázaval/Vicuña Mackenna",90888030,2610.0,31,31,1,1,0,17/02/2023
"Providencia, Luis thayer Ojeda",207196850,5950.0,75,75,3,2,0,17/02/2023
"Las Condes, Avda. Kennedy con Avda. Las Condes",343006550,9850.0,124,124,3,3,1,17/02/2023
"Las Condes, Balmoral / metro manquehue",417876000,12000.0,140,140,3,3,2,17/02/2023
"Santiago, Cristóbal colon",261172500,7500.0,79,79,3,2,1,17/02/2023
"Ñuñoa, Suecia / hernan cortes",260824270,7490.0,130,130,3,2,1,17/02/2023
"Lo Barnechea, Raul labbé",250725600,7200.0,100,100,3,3,2,17/02/2023
"Providencia, Bustamante esquina Marin",230000000,6604.83,147,147,4,3,0,17/02/2023
"Santiago, Grajales 2561",73128300,2100.0,24,24,1,1,63,17/02/2023
"Vitacura, Santa Maria De Manquehe",581544100,16700.0,200,200,3,3,2,17/02/2023
"Santiago, liquido a la mejor oferta San Pablo",90539800,2600.0,94,94,3,2,0,17/02/2023
"Macul, Carlos valdoviinos /metro carlos valdovinos",84271660,2420.0,0,0,1,1,0,17/02/2023
"Macul, Avenida Macul",128845100,3700.0,68,68,3,2,2,17/02/2023
"Santiago, San Francisco, alameda",73128300,2100.0,41,41,1,1,0,17/02/2023
"Puente Alto, Vendo departamento puente alto, cercano a avenida princip...",30000000,861.5,50,50,2,1,0,17/02/2023
"Ñuñoa, Amapolas con coventry",154962350,4450.0,63,63,3,1,1,17/02/2023
"Santiago, Metro santa ana",64422550,1850.0,22,22,1,1,0,17/02/2023
"Santiago, Metro santa ana",85000000,2440.915,55,55,2,2,0,17/02/2023
"San Miguel, metro San Miguel. Salesianos",54672110,1570.0,27,27,1,1,0,17/02/2023
"Santiago, Esmeralda San Antonio",79000000,2268.616,0,0,1,1,0,17/02/2023
"Santiago, Santa Isabel - San Francisco",75809671,2177.0,41,41,1,1,1,17/02/2023
"Quinta Normal, Gruta de lourdes",50493350,1450.0,23,23,1,1,0,17/02/2023
"Estación Central, Metro las rejas",65000000,1866.582,38,38,2,1,0,17/02/2023
"Santiago, Carlos Valdovinos/Club Hípico",100638470,2890.0,0,0,2,2,0,17/02/2023
"Santiago, Sargento Aldea 1156",81834050,2350.0,38,38,2,1,0,17/02/2023
"Providencia, Ramon Sotomayor",215902600,6200.0,66,66,2,2,1,17/02/2023
"Lo Barnechea, Comandante Malbec/ Portal La Dehesa",400464500,11500.0,116,116,2,2,2,17/02/2023
"La Florida, Rupanco",114915900,3300.0,59,59,2,1,1,17/02/2023
"Santiago, Venta de departamento tipo mariposa en santiago",139292000,4000.0,54,54,2,2,0,17/02/2023
"Providencia, Carlos Antúnez",173766770,4990.0,92,92,3,2,1,17/02/2023
"Santiago, Santo domingo",177597300,5100.0,74,74,2,2,0,17/02/2023
"Santiago, arturo prat 324",74869450,2150.0,35,35,1,1,0,17/02/2023
"Las Condes, Venta departamento, sector metro colon, las condes",198491100,5700.0,60,60,1,1,0,17/02/2023
"Santiago, Barrio Yungay, Santiago.",85000000,2440.915,59,59,2,1,0,17/02/2023
"Las Condes, Kennedy con Manquehue",289030900,8300.0,74,74,2,2,1,17/02/2023
"Estación Central, maria rozas velasquez 65",64875249,1863.0,30,30,1,1,0,17/02/2023
"Ñuñoa, Santa Julia / Eduardo Castilo Velasco",149738900,4300.0,46,46,1,1,0,17/02/2023
"Estación Central, Conde del Maule",62681400,1800.0,34,34,1,1,0,17/02/2023
"Las Condes, San Francisco de Asis / Mirador de San Damián",1145676700,32900.0,350,350,4,4,4,17/02/2023
"El Bosque, Invierte seguro, proyecto en verde con entrega 2026.",75914140,2180.0,25,25,1,1,1,17/02/2023
"Estación Central, El Radal 066",57457950,1650.0,29,29,1,1,0,17/02/2023
"Santiago, Franklin , Santiago",97678515,2805.0,32,32,1,1,0,17/02/2023
"San Miguel, Metro lo vial",76262370,2190.0,40,40,1,1,0,17/02/2023
"Ñuñoa, Emilio Vaisse",127103950,3650.0,44,44,1,1,1,17/02/2023
"Santiago, Jose Miguel Carrera con Sazie",191526500,5500.0,79,79,1,2,1,17/02/2023
"Estación Central, Avendida Libertador bernardo ohiggins 4877",78351750,2250.0,43,43,2,1,0,17/02/2023
"Macul, Avenida Macul 3700",135809700,3900.0,71,71,2,2,0,17/02/2023
"Providencia, Luis Thayer Ojeda con El Vergel",351712300,10100.0,150,150,3,4,3,17/02/2023
"La Florida, Venta promesa de departamento, en alto macul, la florida",167150400,4800.0,81,81,2,2,0,17/02/2023
"Santiago, Av. Manuel Rodríguez 694",57500000,1651.208,30,30,1,1,0,17/02/2023
"Providencia, Andrés de Fuenzalida / Av. Providencia",235055250,6750.0,80,80,2,1,0,17/02/2023
"Providencia, Espectacular departamento en el corazón de Providencia",330818500,9500.0,147,147,2,3,1,17/02/2023
"Estación Central, Embajador Quintana 4333",76610600,2200.0,42,42,2,1,0,17/02/2023
"Las Condes, Hermosa Townhouse, en el mejor barrio residencial de Las Condes",591991000,17000.0,380,380,5,4,2,17/02/2023
"Vitacura, El Ciruelillo",389000000,11170.778,150,150,4,3,2,17/02/2023
"Lo Barnechea, Jose Alcalde Delano / Mall vivo",853163500,24500.0,234,234,3,3,3,17/02/2023
"Ñuñoa, Jorge Monckeberg con Irarrazabal",135809700,3900.0,44,44,1,1,0,17/02/2023
"Ñuñoa, echenique con garcia moreno",268137100,7700.0,99,99,3,2,1,17/02/2023
"Maipú, Maipú, Región Metropolitana",65000000,1866.582,54,54,2,1,0,17/02/2023
"Las Condes, Rotonda Atenas",414393700,11900.0,142,142,3,3,2,17/02/2023
"Las Condes, Tadeo Reyes",299477800,8600.0,0,0,2,2,2,17/02/2023
"Ñuñoa, Villa frei",131000000,3761.882,84,84,3,1,1,17/02/2023
"Estación Central, Avenida Obispo Manuel Umaña",92280950,2650.0,50,50,2,2,0,17/02/2023
"Estación Central, Avenida Padre Alberto Hurtado en salida Metro",90000000,2584.499,54,54,2,1,1,17/02/2023
"Santiago, Santiago, Región Metropolitana",365641500,10500.0,157,157,4,3,0,17/02/2023
"Quinta Normal, Carrascal 6254, quinta normal",60000000,1722.999,42,42,3,1,2,17/02/2023
"Santiago, Acogedor departamento, oportunidad, muy central",79900000,2294.461,88,88,2,1,0,17/02/2023
"Providencia, Diego de Almagro",259257235,7445.0,79,79,2,2,1,17/02/2023
"Ñuñoa, Chile España/Irarrazaval",195008800,5600.0,83,83,2,2,1,17/02/2023
"Santiago, V Mackenna / Argomedo",122576960,3520.0,40,40,2,2,0,17/02/2023
"La Reina, Carlos ossandon",278584000,8000.0,60,60,2,2,2,17/02/2023
"Macul, Gregorio de la Fuente/Macul",165757480,4760.0,63,63,1,1,1,17/02/2023
"Estación Central, Av. Maria Rozas Velasquez 65",69123655,1985.0,33,33,2,1,1,17/02/2023
"Providencia, Metro Los Leones",193964110,5570.0,82,82,2,1,0,17/02/2023
"Las Condes, Mall Parque Arauco",287986210,8270.0,122,122,2,3,1,17/02/2023
"Las Condes, Mall Parque Arauco",285061078,8186.0,122,122,3,3,1,17/02/2023
"Vitacura, Av. Vitacura / Nuestra Señora del Rosario",382356540,10980.0,106,106,2,2,2,17/02/2023
"Recoleta, Dominica 411",87057500,2500.0,40,40,1,1,0,17/02/2023
"Recoleta, Departamento Avenida Peru, Cerro San Cristóbal",85316350,2450.0,37,37,1,1,0,17/02/2023
"Las Condes, Metro el golf",337783100,9700.0,154,154,4,3,2,17/02/2023
"Santiago, Carmen con Santa Isabel, Metro Parque Almagro",85000000,2440.915,52,52,2,2,0,17/02/2023
"Santiago, Departamento 2d 1b, estac y bodega en Carmen con Santa Isabel",109692450,3150.0,43,43,2,1,1,17/02/2023
"Puente Alto, Vendo departamento puente alto, cercano a avenida princip...",30000000,861.5,36,36,2,1,0,17/02/2023
"Independencia, Independencia con los Olivos",90539800,2600.0,47,47,2,1,0,17/02/2023
"La Cisterna, Tabon 1060 La Cisterna",47011050,1350.0,0,0,2,1,0,17/02/2023
"Estación Central, Obispo Manuel Umaña 33 Estación Central",69646000,2000.0,45,45,2,1,1,17/02/2023
"Recoleta, Bellavista 185 Recoleta",97504400,2800.0,40,40,1,1,1,17/02/2023
"Puente Alto, Vendo departamento puente alto, primer piso",30000000,861.5,38,38,1,1,1,17/02/2023
"Las Condes, presidente riesco",319675140,9180.0,85,85,1,2,0,17/02/2023
"Maipú, ¡se aceptan ofertas!/campanario",95000000,2728.082,66,66,2,2,0,17/02/2023
"San Bernardo, Paradero 40 de Gran Avenida",70864805,2035.0,69,69,4,1,1,17/02/2023
"Puente Alto, Eduardo Cordero",41000000,1177.383,82,82,3,2,0,17/02/2023
"Las Condes, Presidente Riesco/Parque Araucano",275101700,7900.0,92,92,2,2,1,17/02/2023
"La Florida, Cam. del Monte 6150",177597300,5100.0,102,102,3,2,0,17/02/2023
"Providencia, A pasos metro los Leones",365641500,10500.0,112,112,3,3,0,17/02/2023
"Las Condes, La Gioconda / Escuala Militar",525827300,15100.0,190,190,4,3,2,17/02/2023
"Providencia, El Bosque / Lota",434939270,12490.0,175,175,3,2,2,17/02/2023
"Santiago, Venta depto metro santa ana",104469000,3000.0,72,72,3,2,1,17/02/2023
"Santiago, San isidro",69646000,2000.0,35,35,1,1,0,17/02/2023
"Providencia, Hernando de Aguirre / Lota",400464500,11500.0,141,141,3,2,0,17/02/2023
"Providencia, Suecia/los leones",173766770,4990.0,53,53,1,2,0,17/02/2023
"Las Condes, Carmencita/Pte.Riesco",287289750,8250.0,64,64,2,1,1,17/02/2023
"Lo Barnechea, Mall Vivo -Manquehue Oriente",905398000,26000.0,484,484,3,3,0,17/02/2023
"Quinta Normal, Venta departamento en quinta normal",92280950,2650.0,46,46,3,1,2,17/02/2023
"Vitacura, Av. Santa María / Club de Polo",1218805000,35000.0,590,590,3,4,4,17/02/2023
"Macul, Venta depto los espinos macul",160185800,4600.0,67,67,3,2,0,17/02/2023
"Santiago, Portugal/Vicuña Mackenna",133720320,3840.0,59,59,2,2,1,17/02/2023
"Providencia, Venta excelente depto providencia",247243300,7100.0,75,75,3,2,1,17/02/2023
"Estación Central, Moderno depto 2 dormitorios, 1 baño, bodega metro ecuador",83575200,2400.0,43,43,2,1,1,17/02/2023
"Ñuñoa, Los leones / hernan cortes",203714550,5850.0,65,65,2,2,2,17/02/2023
"Santiago, Cueto",125362800,3600.0,92,92,4,2,0,17/02/2023
"Quinta Normal, Venta Departamento 3 Dormitorios Quinta Normal",69646000,2000.0,46,46,3,1,0,17/02/2023
"Macul, Armando moock / macul",215902600,6200.0,95,95,4,2,0,17/02/2023
"Santiago, Matta/Chiloé",82983209,2383.0,38,38,1,1,0,17/02/2023
"Santiago, Cumming 350",60000000,1722.999,30,30,1,1,0,17/02/2023
"Independencia, El Molino/ Fermín Vivaceta",113174750,3250.0,54,54,3,2,1,17/02/2023
"Quinta Normal, Villasana / pedro poeta prado / mapocho",87057500,2500.0,43,43,2,1,0,17/02/2023
"Las Condes, Metro manquehue",174149823,5001.0,60,60,1,1,1,17/02/2023
"Santiago, Eleuterio Ramirez a pasos de Parque Almagro",86709270,2490.0,45,45,1,1,0,17/02/2023
"Independencia, Pasaje Leonor Cepeda",62681400,1800.0,32,32,1,1,0,17/02/2023
"Las Condes, Renato Sanchez / Metro El golf",536274200,15400.0,220,220,3,3,2,17/02/2023
"Providencia, Pedro de valdivia / 11 septiembre",132327400,3800.0,30,30,1,1,1,17/02/2023
"Macul, Exequiel Fernandez/Av. Macul",108229884,3108.0,43,43,1,1,0,17/02/2023
"Las Condes, Encomenderos/ ebro",158444650,4550.0,40,40,1,1,0,17/02/2023
"Lo Barnechea, Camino turistico",539408270,15490.0,180,180,4,4,2,17/02/2023
"Santiago, Portugal/Vicuña Mackenna",103424310,2970.0,39,39,1,1,0,17/02/2023
"Providencia, Manuel Montt",174115000,5000.0,103,103,4,4,1,17/02/2023
"La Cisterna, En venta departamento cercano a metro lo ovalle",61984940,1780.0,43,43,3,1,0,17/02/2023
"Santiago, moneda /calle Maipu",65000000,1866.582,37,37,1,1,1,17/02/2023
"Santiago, Fray Camilo Henríquez/Padre Orellana",118816076,3412.0,48,48,2,1,0,17/02/2023
"Lo Barnechea, mampato",278270593,7991.0,96,96,2,2,2,17/02/2023
"Santiago, Curico, santiago",86256571,2477.0,23,23,1,1,0,17/02/2023
"Macul, Av. Macul / Av. Quilin",137550850,3950.0,64,64,3,2,1,17/02/2023
"Quilicura, Quilicura, Región Metropolitana",34000000,976.366,39,39,3,1,0,17/02/2023
"Macul, Los Olmos - Macul",120000000,3445.998,62,62,2,2,0,17/02/2023
"San Miguel, Metro Ciudad del Niño y Metro Departamental",69646000,2000.0,42,42,1,1,0,17/02/2023
"Ñuñoa, Plaza ñuñoa - irarrazaval - liceo m. De salas",186303050,5350.0,52,52,2,2,1,17/02/2023
"Las Condes, Presidente Errazuriz - Avda. Americo Vespucio",250725600,7200.0,70,70,2,2,1,17/02/2023
"Las Condes, Los Militares - apoquindo",341265400,9800.0,96,96,3,2,0,17/02/2023
"Las Condes, AV. C. Colon Entre Av. Manquehue Sur y Hernando de Magallanes",372606100,10700.0,147,147,3,3,2,17/02/2023
"Santiago, Cóndor con San Francisco",69297770,1990.0,0,0,1,1,0,17/02/2023
"Ñuñoa, Grecia// Exequiel Fernández",114990000,3302.128,58,58,3,1,1,17/02/2023
"Macul, Campus San Joaquin/Macul",66163700,1900.0,30,30,1,1,0,17/02/2023
"Las Condes, Venta dpto. 2d las condes",222518970,6390.0,61,61,2,2,1,17/02/2023
"Recoleta, santos dumont 750",142774300,4100.0,65,65,2,2,1,17/02/2023
"Providencia, Bustos / Metro Inés de Suárez",195008800,5600.0,75,75,3,2,0,17/02/2023
"Ñuñoa, Emilio vaisse / barrio italia",128845100,3700.0,44,44,1,1,1,17/02/2023
"Las Condes, Escandinavia / metro manquehue",289030900,8300.0,99,99,2,2,1,17/02/2023
"Providencia, Pedro lautaro ferrer/holanda",240278700,6900.0,103,103,1,2,1,17/02/2023
"Santiago, Cóndor",76610600,2200.0,32,32,1,1,0,17/02/2023
"Estación Central, Moderno departamento Estudio a Sólo 2 cuadras de Metro San Alberto Hurtado",47707510,1370.0,24,24,1,1,0,17/02/2023
"Las Condes, Gerónimo de Alderete",487173770,13990.0,184,184,4,3,2,17/02/2023
"Santiago, Santo domingo 1161",69297770,1990.0,3,3,1,1,0,17/02/2023
"Las Condes, San Antonio/ Las Condes",309924700,8900.0,74,74,2,2,2,17/02/2023
"Santiago, Rosas / San Martín",137899080,3960.0,110,110,2,2,0,17/02/2023
