Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Ñuñoa, Francisco De Villagra 1 - 300, La Reina, Ñuñoa, Chile, Plaza Egaña, Ñuñoa, Rm (metropolitana), Plaza Egaña, Ñuñoa, Rm (metrop, Plaza Egaña, Ñuñoa, RM (Metropolitana)",219036670,6290.0,85,85,3,2,1,22/03/2023
"Santiago, Robles con la dehesa",309924700,8900.0,85,85,2,2,1,22/03/2023
"Ñuñoa, Irarrazaval con Antonio Varas",205455700,5900.0,97,97,3,2,2,22/03/2023
"Providencia, Almirante grau providencia",217051759,6233.0,104,104,3,2,0,22/03/2023
"Las Condes, Sanhattan",456181300,13100.0,163,163,4,3,4,22/03/2023
"Las Condes, Américo Vespucio Sur 195",306442400,8800.0,100,100,3,2,1,22/03/2023
"Renca, Coronel carlos prats 1366",37000000,1062.516,43,43,2,1,1,22/03/2023
"San Joaquín, Vicuña Mackenna 4927",92280950,2650.0,59,59,2,2,0,22/03/2023
"Las Condes, Leonardo Da Vinci",174115000,5000.0,34,34,1,1,1,22/03/2023
"Ñuñoa, Republica de israel",201973400,5800.0,76,76,2,2,1,22/03/2023
"Santiago, Aldunate 1245",62000000,1780.432,36,36,1,1,0,22/03/2023
"Estación Central, Sta. Petronila 32",39500000,1134.308,30,30,1,1,0,22/03/2023
"Vitacura, Pedro Canisio/El Arcangel",414393700,11900.0,134,134,3,3,2,22/03/2023
"Vitacura, Las hualtatas",330818500,9500.0,108,108,3,2,1,22/03/2023
"Santiago, Catedral 1310",213900000,6142.492,117,117,3,2,1,22/03/2023
"Quilicura, Ramón Vergara 99",102727850,2950.0,57,57,3,1,0,22/03/2023
"Santiago, Av. San Rosa con Curico",55368570,1590.0,22,22,1,1,0,22/03/2023
"Estación Central, Concon, Estación Central",80092900,2300.0,44,44,2,1,0,22/03/2023
"Las Condes, La Castellana Norte 1",226349500,6500.0,82,82,3,2,1,22/03/2023
"Estación Central, Maria Rozas Velasquez 61",85316350,2450.0,41,41,2,1,1,22/03/2023
"Macul, Condominio Parque Mackenna/Metro Agricola.",97504400,2800.0,39,39,1,1,0,22/03/2023
"San Miguel, Décima Avenida 1210",96500000,2771.157,62,62,3,2,0,22/03/2023
"Providencia, Suecia - Cercano a metro Los Leones",170284470,4890.0,45,45,2,2,1,22/03/2023
"Macul, Camilo Ortúzar 4030",107951300,3100.0,60,60,2,2,1,22/03/2023
"Vitacura, Corte de apelaciones-tupungato",299000000,8586.279,120,120,3,2,1,22/03/2023
"Recoleta, Cercano a Metro Bellas Artes",146256600,4200.0,65,65,2,2,1,22/03/2023
"Santiago, Monjitas 360",100986700,2900.0,55,55,2,1,0,22/03/2023
"Santiago, Maria Rozas Velasquez 61",65467240,1880.0,45,45,2,1,0,22/03/2023
"San Miguel, vargas buston con gran avenida",111433600,3200.0,57,57,2,2,1,22/03/2023
"La Florida, Vicuña mackenna 7801",104469000,3000.0,39,39,2,1,0,22/03/2023
"Las Condes, Virgilio Figueroa",595579013,17103.036,255,255,3,3,2,22/03/2023
"La Florida, Tobalaba",137550850,3950.0,56,56,2,1,1,22/03/2023
"Las Condes, Alsacia",396982200,11400.0,140,140,4,4,2,21/03/2023
"Ñuñoa, Departamento En Venta En Ñuñoa, Metro Ñuñoa",118398200,3400.0,43,43,1,1,0,21/03/2023
"Las Condes, Curaco con Manuel Claro Vial",195008800,5600.0,80,80,3,2,1,21/03/2023
"Santiago, Cristobal colon #",344747700,9900.0,140,140,3,3,2,21/03/2023
"Huechuraba, La Rinconada 945",215902600,6200.0,99,99,2,2,2,21/03/2023
"Santiago, Av. Jose Miguel Carrera /Sazie",128845100,3700.0,55,55,1,1,1,21/03/2023
"Vitacura, Alonso de Córdova",379222470,10890.0,162,162,4,2,2,21/03/2023
"Macul, Benito rebolledo 2341",199000000,5714.614,80,80,2,2,1,21/03/2023
"Las Condes, Las malvas 788",484387930,13910.0,164,164,3,3,1,21/03/2023
"Santiago, Serrano 611",115000000,3302.415,30,30,2,2,0,21/03/2023
"Santiago, Carmen / Santa lucia",87057500,2500.0,32,32,1,1,0,21/03/2023
"Lo Prado, Isla decepción 164",40800000,1171.639,36,36,2,1,0,21/03/2023
"La Reina, la reina region me",323853900,9300.0,120,120,2,2,2,21/03/2023
"Las Condes, Tomas moro",300000000,8614.996,117,117,4,3,1,21/03/2023
"Las Condes, Hernando de Magallanes",362159200,10400.0,125,125,4,3,2,21/03/2023
"Estación Central, Recreo con 5 de Abril",121880500,3500.0,35,35,1,1,1,21/03/2023
"Las Condes, Américo Vespucio Sur 948",347881770,9990.0,100,100,3,2,1,21/03/2023
"Santiago, Hermanos amunattegui",107951300,3100.0,59,59,2,2,0,21/03/2023
"Ñuñoa, Irarrazaval/Sgto.Eduardo Garin",212420300,6100.0,96,96,3,2,2,21/03/2023
"Ñuñoa, Exequiel Fernandez / Alcalde Eduardo Castillo Velasco",250725600,7200.0,99,99,3,2,1,21/03/2023
"San Miguel, San Petersburgo 6352",78000000,2239.899,46,46,3,1,0,21/03/2023
"Santiago, Alonso de Cordova / Presidente Riesco",414393700,11900.0,226,226,3,2,0,21/03/2023
"Ñuñoa, San Eugenio 890",170632700,4900.0,70,70,2,2,1,21/03/2023
"Santiago, Gorbea 2455",110000000,3158.832,65,65,2,2,0,21/03/2023
"Independencia, Juan Antonio Rios",69646000,2000.0,30,30,1,1,0,21/03/2023
"Santiago, Santa Isabel",65000000,1866.582,27,27,1,1,0,21/03/2023
"Maipú, 4 poniente",95000000,2728.082,68,68,3,2,1,21/03/2023
"Estación Central, Av. Alberto Hurtado",62681400,1800.0,31,31,1,1,0,21/03/2023
"Las Condes, las condes",191178270,5490.0,55,55,1,1,1,21/03/2023
"Santiago, Kennedy lateral",557168000,16000.0,250,250,3,4,2,21/03/2023
"Las Condes, Duqueco",240000000,6891.997,110,110,3,2,1,21/03/2023
"Santiago, portugal esquina lira",128740631,3697.0,48,48,2,2,0,21/03/2023
"Vitacura, las nieves 3790",459663600,13200.0,152,152,3,3,1,21/03/2023
"Santiago, San Francisco 34",118049970,3390.0,63,63,2,2,0,21/03/2023
"Ñuñoa, Zañartu 1313",145908370,4190.0,52,52,2,2,1,21/03/2023
"Las Condes, Esteban Dell Orto 6539",264654800,7600.0,92,92,4,2,1,21/03/2023
"Santiago, Carmen",75000000,2153.749,36,36,2,1,0,21/03/2023
"Santiago, Rosas 2599",90000000,2584.499,54,54,3,2,1,21/03/2023
"Recoleta, Dardignac con Pio Nono",97504400,2800.0,45,45,1,1,0,21/03/2023
"Santiago, Palacio de La Moneda",120139350,3450.0,57,57,2,2,1,21/03/2023
"Las Condes, Burgos 1",369123800,10600.0,170,170,3,2,2,21/03/2023
"San Miguel, Alcalde Pedro Alarcon/Actor Baguena",100986700,2900.0,47,47,2,2,0,21/03/2023
"La Granja, Sofía Carmona",65000000,1866.582,60,60,3,1,0,21/03/2023
"Santiago, Carmen",95000000,2728.082,53,53,2,2,0,21/03/2023
"Lo Barnechea, No especifica",285548600,8200.0,101,101,3,3,2,21/03/2023
"La Florida, Diego Portales Con Nuevo Continente",104469000,3000.0,57,57,3,2,1,21/03/2023
"Lo Barnechea, Espectacular Penthouse Duplex // Colegio Los Alerces",832269700,23900.0,410,410,4,6,3,21/03/2023
"Lo Barnechea, Av. las Condes 14742",222867200,6400.0,65,65,2,2,1,21/03/2023
"Macul, Avenida Macul",170632700,4900.0,69,69,2,2,2,21/03/2023
"Las Condes, Cerro Colorado",219384900,6300.0,58,58,1,1,1,21/03/2023
"San Joaquín, Vicuña Mackenna 4927",94990000,2727.795,59,59,2,2,0,21/03/2023
"Lo Barnechea, Farellones Norte 14230",275101700,7900.0,118,118,3,3,1,21/03/2023
"Independencia, General Saavedra",97504400,2800.0,50,50,2,1,1,21/03/2023
"Santiago, Pablo Urzua",83575200,2400.0,54,54,2,1,1,21/03/2023
"Maipú, Jaime Galte 2130",43006405,1235.0,45,45,3,1,0,21/03/2023
"Ñuñoa, irarrazabal 452",231538127,6649.0,75,75,3,2,1,21/03/2023
"La Florida, americo vespucio",124666340,3580.0,0,0,1,1,0,21/03/2023
"Maipú, Maipu",86000000,2469.632,68,68,2,3,0,21/03/2023
"Providencia, Providencia 455",139292000,4000.0,48,48,1,1,0,21/03/2023
"Ñuñoa, Pedro de valdivia 2765",184352962,5294.0,61,61,2,2,1,21/03/2023
"Santiago, Tarapaca",69123655,1985.0,35,35,1,1,0,21/03/2023
"Pudahuel, Diagonal Travesía",66000000,1895.299,46,46,3,1,1,21/03/2023
"Independencia, Avenida Inglaterra",60940250,1750.0,38,38,2,1,1,21/03/2023
"Santiago, Homs con juan montero",311665850,8950.0,140,140,3,3,2,21/03/2023
"Santiago, Santo Domingo 748",93000000,2670.649,45,45,2,2,0,21/03/2023
"Vitacura, Juan xxiii 6520",417876000,12000.0,183,183,4,3,1,21/03/2023
"Providencia, Suecia",332803411,9557.0,69,69,2,2,47,21/03/2023
"Santiago, Avenida Presidente Balmaceda 2150",104469000,3000.0,60,60,2,2,1,21/03/2023
"Macul, Carlos Ortuzar",109000000,3130.115,56,56,2,2,0,21/03/2023
"Providencia, Avenida Los Leones",259500996,7452.0,86,86,2,2,1,21/03/2023
"La Florida, Av. La florida con tte de marina",65000000,1866.582,52,52,2,1,0,21/03/2023
"Lo Barnechea, la parva",278584000,8000.0,63,63,2,2,1,21/03/2023
"Estación Central, Recreo / Metro Ecuador",76610600,2200.0,45,45,1,1,0,21/03/2023
"Santiago, Augusto Leguia Sur / Napoleon",145000000,4163.915,44,44,1,1,1,21/03/2023
"Estación Central, Avenida maría rozas velasquez 61",50841580,1460.0,29,29,1,1,0,21/03/2023
"Santiago, Unión Latinoamericana 514",113174750,3250.0,74,74,2,1,0,21/03/2023
"Las Condes, Av. Las Condes 12800 - 12900",295995500,8500.0,106,106,2,2,2,21/03/2023
"La Reina, Paula Jaraquemada 189",243761000,7000.0,92,92,3,2,1,21/03/2023
"Puente Alto, Loma del parque",83575200,2400.0,55,55,3,1,1,21/03/2023
"Lo Barnechea, Raúl Labbé 1360",229483570,6590.0,120,120,4,4,2,21/03/2023
"Santiago, San pablo",130481781,3747.0,40,40,2,2,0,21/03/2023
"Santiago, Carmen",75000000,2153.749,39,39,2,1,0,21/03/2023
"Las Condes, Amplio Y Exquisito Departamento 4d 3b 2e 1b Cristóbal Colón.",403946800,11600.0,210,210,4,3,2,21/03/2023
"Vitacura, Kennedy / Alonso de Cordova",724318400,20800.0,326,326,4,4,1,21/03/2023
"Las Condes, Av. Cristóbal Colón 4582",243412770,6990.0,72,72,3,2,1,21/03/2023
"Santiago, Dieciocho 715",71140740,2042.924,32,32,1,1,7,21/03/2023
"Las Condes, Rafael Sanzio 80",156703500,4500.0,43,43,1,1,1,21/03/2023
"Providencia, Av providencia",870575000,25000.0,340,340,6,3,1,21/03/2023
"Ñuñoa, Alonso de Ercilla 3100",167150400,4800.0,47,47,1,1,1,21/03/2023
"Santiago, santa lucia 300",696460000,20000.0,630,630,10,12,0,21/03/2023
"Providencia, Hernando De Aguirre 1556",344747700,9900.0,140,140,3,2,2,21/03/2023
"Santiago, san pablo 1391",112130060,3220.0,60,60,2,1,2,21/03/2023
"Ñuñoa, Salvador con Irarrazaval",156703500,4500.0,60,60,2,2,1,21/03/2023
"Santiago, las condes",341265400,9800.0,130,130,3,3,1,21/03/2023
"Santiago, Barrio Paris Londres",148659387,4269.0,75,75,2,2,0,21/03/2023
"Vitacura, Las Hualtatas 1111",299477800,8600.0,76,76,2,2,1,21/03/2023
"Lo Barnechea, Los cactus",574579500,16500.0,210,210,4,4,2,21/03/2023
"La Cisterna, General Freire 243",125000000,3589.582,70,70,3,2,2,21/03/2023
"Santiago, Nataniel Cox 599",55716800,1600.0,30,30,1,1,0,21/03/2023
"Santiago, Marin/Manuel Antonio Tocornal",132327400,3800.0,65,65,2,1,0,21/03/2023
"Estación Central, Avenida Libertador Bernardo O’Higgins / Purisima",88798650,2550.0,43,43,2,1,0,21/03/2023
"Las Condes, Av. Las Condes 9434",278584000,8000.0,80,80,3,2,1,21/03/2023
"San Miguel, Av. Salesianos 1128",170632700,4900.0,81,81,3,2,1,21/03/2023
"Macul, Avenida Macul 3700",142774300,4100.0,70,70,2,2,1,21/03/2023
"Providencia, Roman diaz  1180",233314100,6700.0,78,78,3,2,1,21/03/2023
"San Bernardo, O´Higgins 926",128845100,3700.0,66,66,2,2,1,21/03/2023
"Las Condes, Manquehue norte",295995500,8500.0,95,95,2,2,1,21/03/2023
"Santiago, Avenida Manuel Rodríguez Sur",90539800,2600.0,37,37,1,1,0,21/03/2023
"Ñuñoa, Mujica / Seminario",160185800,4600.0,60,60,2,2,1,21/03/2023
"Santiago, Jose Pedro Alessandri / Irarrazabal",139292000,4000.0,58,58,2,2,1,21/03/2023
"La Florida, Los Sauces 15",85000000,2440.915,55,55,3,1,1,21/03/2023
"Santiago, Fernando de arguello 7755 esquina wisconsi",571097200,16400.0,270,270,2,2,2,21/03/2023
"Las Condes, IV Centenario 90",203714550,5850.0,75,75,2,2,0,21/03/2023
"Ñuñoa, Irarrázaval 2150",151480050,4350.0,48,48,1,1,1,21/03/2023
"Pudahuel, Sta. Cristina 1282",72431840,2080.0,50,50,3,1,1,21/03/2023
"San Miguel, María Auxiliadora 721",76610600,2200.0,51,51,3,1,0,21/03/2023
"Maipú, Las Rosas 4320",107951300,3100.0,64,64,3,2,1,21/03/2023
"Ñuñoa, ñuñoa",330818500,9500.0,140,140,4,3,1,21/03/2023
"Santiago, Huerfanos 1400",159520950,4580.908,78,78,3,2,0,21/03/2023
"Vitacura, Mar jónico",344747700,9900.0,114,114,2,3,2,21/03/2023
"Providencia, Galvarino gallardo 1500",240278700,6900.0,85,85,2,2,1,21/03/2023
"San Miguel, San Nicolas 1346",117562448,3376.0,46,46,2,1,1,21/03/2023
"Santiago, San Sebastian / Presidente Riesco",195008800,5600.0,66,66,2,2,1,21/03/2023
"Santiago, Santiago Centro",85000000,2440.915,0,0,1,1,0,21/03/2023
"Santiago, Avenida Santa Isabel 951",87057500,2500.0,46,46,2,1,0,21/03/2023
"Puente Alto, Avenida Paseo Pie Andino 02726",104469000,3000.0,70,70,3,1,1,21/03/2023
"Santiago, Jorge Hirmas",88276305,2535.0,94,94,3,1,1,21/03/2023
"Santiago, Cuarto centenario / fleming",177597300,5100.0,85,85,3,3,1,21/03/2023
"Estación Central, Gral.Amengual con Coronel Souper",94022100,2700.0,70,70,1,1,0,21/03/2023
"Quinta Normal, Santo Domingo 3905",63377860,1820.0,36,36,1,1,0,21/03/2023
"Santiago, General Baquedano 828, Santiago",50000000,1435.833,26,26,1,1,1,21/03/2023
"Quinta Normal, Santiago del Estero 5386",58000000,1665.566,47,47,2,1,1,21/03/2023
"La Florida, Los Changos 1098-1088",165235135,4745.0,163,163,4,2,2,21/03/2023
"Ñuñoa, Luis Beltrán con Caupolicán",205455700,5900.0,60,60,2,2,1,21/03/2023
"Independencia, Avenida Independencia 740",59199100,1700.0,30,30,1,1,0,21/03/2023
"Santiago, A 2 cuadras del metro Santa lucia",100000000,2871.665,60,60,3,2,1,21/03/2023
"Quinta Normal, Patricio Lynch 1650",73128300,2100.0,50,50,3,1,0,21/03/2023
"Providencia, San Juan de Luz, a Pasos del metro Francisco Bilbao",289030900,8300.0,115,115,3,2,1,21/03/2023
"Santiago, Eleuterio ramirez 825",98549090,2830.0,35,35,1,1,1,21/03/2023
"Estación Central, Maria Rozas Velasquez 61",90539800,2600.0,44,44,2,1,1,21/03/2023
"Las Condes, Medinacelli, Las Condes, Chile, Sebastián Elcano, Las Condes, RM (Metropolitana)",271619400,7800.0,103,103,3,3,1,21/03/2023
"Santiago, Irarrazabal 452",231572950,6650.0,94,94,3,2,1,21/03/2023
"San Miguel, Décima Avenida 1210",114000000,3273.698,62,62,3,2,1,21/03/2023
"Las Condes, Isidora Goyenechea 3000",609402500,17500.0,100,100,1,2,0,21/03/2023
"Santiago, avenida san pablo",142000000,4077.765,54,54,2,2,1,21/03/2023
"Lo Barnechea, Raúl labbé",288856785,8295.0,100,100,2,2,1,21/03/2023
"Providencia, Suecia",191526500,5500.0,45,45,2,2,1,21/03/2023
"Santiago, Morande - Rosas",94022100,2700.0,0,0,1,1,0,21/03/2023
"Santiago, San Diego, Pedro Lagos",74869450,2150.0,48,48,2,1,0,21/03/2023
"La Florida, Diagonal santa irene/ con terreno (valor conversable!!!!)",130586250,3750.0,109,109,2,2,1,21/03/2023
"Santiago, Av. Beaucheff / Av. Rondizzoni",484039700,13900.0,151,151,8,6,2,21/03/2023
"Ñuñoa, Simon bolivar",295995500,8500.0,95,95,2,2,1,21/03/2023
"Providencia, El rey 730",476726870,13690.0,160,160,3,3,0,21/03/2023
"San Miguel, Hermoso departamento en san miguel con vista privilegiada",147997750,4250.0,72,72,2,2,50,21/03/2023
"La Reina, Monseñor edwards / Príncipe de Gales",215902600,6200.0,93,93,3,2,1,21/03/2023
"Ñuñoa, Metro Monseñor Eyzaguirre",302960100,8700.0,104,104,3,2,1,21/03/2023
"La Florida, Walker Martinez",120383111,3457.0,0,0,3,2,1,21/03/2023
"La Florida, Walker Martinez",111433600,3200.0,0,0,2,2,1,21/03/2023
"Lo Prado, Necochea 1146",45000000,1292.249,43,43,2,1,0,21/03/2023
"Puente Alto, Avenida juanita",35000000,1005.083,50,50,2,1,0,21/03/2023
"Cerrillos, mi esperanza 2580",50000000,1435.833,54,54,2,1,1,21/03/2023
"Las Condes, Isidora Goyenechea 3000",776552900,22300.0,205,205,2,3,1,21/03/2023
"San Joaquín, Vicuña Mackenna 4927",100638470,2890.0,60,60,2,2,1,21/03/2023
"Las Condes, Martin de Zamora - Hernando de Magallanes",309924700,8900.0,120,120,3,3,2,21/03/2023
"La Florida, Baltazar Esq Walker Martinez",83575200,2400.0,32,32,1,1,0,21/03/2023
"Santiago, San Diego 1473",52000000,1493.266,28,28,1,1,0,21/03/2023
"Providencia, Av. Hernando de Aguirre / Carlos Antúnez",355194600,10200.0,146,146,3,2,1,21/03/2023
"Las Condes, Presidente Errázuriz",518862700,14900.0,250,250,4,4,2,21/03/2023
"Santiago, San isidro con eleuterio ramírez",64422550,1850.0,36,36,1,1,0,21/03/2023
"Santiago, Santa victoria con carmen",69646000,2000.0,36,36,1,1,0,21/03/2023
"Santiago, Hermanos Amunategui",104469000,3000.0,56,56,2,2,1,21/03/2023
"Ñuñoa, San eugenio 1065, metro ñuble, ñuñoa",117423156,3372.0,60,60,2,1,15,21/03/2023
"Recoleta, Dominica 411",87057500,2500.0,42,42,1,1,0,21/03/2023
"Santiago, Santo Domingo 1346",73476530,2110.0,52,52,1,1,0,21/03/2023
"Macul, No especifica",126651251,3637.0,105,105,3,2,0,21/03/2023
"San Miguel, Curiñanca 715",77202591,2217.0,31,31,1,1,0,21/03/2023
"Ñuñoa, Cómodo departamento con excelente distribución, uñoa",185258360,5320.0,60,60,2,2,1,21/03/2023
"Santiago, Carmen",88450420,2540.0,47,47,2,1,1,21/03/2023
"Independencia, Colón, Independencia",69297770,1990.0,39,39,2,1,1,21/03/2023
"Las Condes, Bello Horizonte 1130",484039700,13900.0,206,206,3,2,2,21/03/2023
"Ñuñoa, Manuel montt- antonio varas",229831800,6600.0,72,72,2,2,1,21/03/2023
"Ñuñoa, Pedro Torres",170632700,4900.0,75,75,2,2,1,21/03/2023
"Santiago, Avenida Santa Isabel 951",94022100,2700.0,46,46,2,1,0,21/03/2023
"Las Condes, La Castellana Norte esq Apoquindo",226349500,6500.0,75,75,3,2,1,21/03/2023
"Providencia, Vergel y ricardo lyon / pocuro",201625170,5790.0,75,75,3,1,1,21/03/2023
"Vitacura, Vitacura, Región Metropolitana",445734400,12800.0,186,186,3,4,2,21/03/2023
"Santiago, Amunategui / San Pablo",132327400,3800.0,57,57,2,1,1,21/03/2023
"Quilicura, rigoberto jara 0141",54990000,1579.129,56,56,3,1,0,21/03/2023
"Santiago, Huerfanos con amunategui",62681400,1800.0,31,31,1,1,0,21/03/2023
"Estación Central, Avenida ecuador con Ruiz Tagle",90539800,2600.0,48,48,2,1,1,21/03/2023
"Estación Central, general souper",76610600,2200.0,3515,3515,2,1,1,21/03/2023
"Santiago, Marin 370",69297770,1990.0,33,33,1,1,0,21/03/2023
"Providencia, Los Estanques/Pedro de Valdivia",232199764,6668.0,109,109,2,2,1,21/03/2023
"Las Condes, Latadia",382704770,10990.0,159,159,3,4,2,21/03/2023
"Ñuñoa, Jose Luis Araneda y Luis Uribe (Entre Suecia y Lyon; e Irarrazabal y Simon Bolivar)",208938000,6000.0,81,81,3,2,0,21/03/2023
"Santiago, Santa Victoria",82878740,2380.0,34,34,1,1,0,21/03/2023
"Macul, Gregorio de la Fuente con Avenida Macul",107951300,3100.0,55,55,2,2,1,21/03/2023
"Santiago, Merced con Jose Miguel de la Barra",74869450,2150.0,34,34,1,1,0,21/03/2023
"Macul, Camilo ortuzar",99000000,2842.949,57,57,2,2,0,21/03/2023
"Macul, -Av. Quilín y Av. Macul",104469000,3000.0,51,51,2,1,1,21/03/2023
"Las Condes, Albacete 4200 - 4500, Las Condes",172373850,4950.0,43,43,1,1,1,21/03/2023
"Santiago, Augusto Leguia Sur 98",205455700,5900.0,66,66,2,2,1,21/03/2023
"La Florida, Vicuña Mackenna//Vicente Valdés",127103950,3650.0,66,66,2,2,1,21/03/2023
"Independencia, Gamero 1541",57000000,1636.849,28,28,1,1,0,21/03/2023
"San Miguel, Calle Carnot 955",80000000,2297.332,62,62,3,1,1,21/03/2023
"Ñuñoa, Duble Almeyda - Exequiel Fernández",261172500,7500.0,118,118,3,2,1,21/03/2023
"Las Condes, Hernando de magallanes",322878856,9272.0,107,107,4,3,0,21/03/2023
"San Miguel, Curiñanca 715",77411529,2223.0,31,31,1,1,0,21/03/2023
"Lo Barnechea, Luis Bascuñan, Lo Barnechea",294254350,8450.0,80,80,2,2,1,21/03/2023
"Santiago, Gral.Gana",90539800,2600.0,29,29,1,1,1,21/03/2023
"Macul, Avenida Macul 2791, Macul, Chile",123000000,3532.148,57,57,2,2,1,21/03/2023
"Santiago, San Isidro, Santiago",90000000,2584.499,28,28,1,1,1,21/03/2023
"Quinta Normal, Mapocho con Matucana",57000000,1636.849,46,46,3,1,0,21/03/2023
"La Cisterna, Vicuña Mackenna con Gran Avenida.",78421396,2252.0,46,46,3,1,1,21/03/2023
"San Miguel, Décima Avenida 1230",87057500,2500.0,41,41,2,1,1,21/03/2023
"Vitacura, La aurora/ vitacura",550203400,15800.0,174,174,3,3,12,21/03/2023
"Las Condes, Victor Rae/ Francisco Bilbao",388276450,11150.0,126,126,3,2,8,21/03/2023
"Estación Central, Placilla con Conde del Maule",63865382,1834.0,31,31,1,1,0,21/03/2023
"Estación Central, Placilla con Conde Del Maule Departamento 1 dor 1 baño",63865382,1834.0,31,31,1,1,0,21/03/2023
"Maipú, Av Americo vespucio/Av. El rosal",104469000,3000.0,1,1,2,2,1,21/03/2023
"Estación Central, Carlos pezoa veliz con ecuador home studio",41787600,1200.0,17,17,1,1,0,21/03/2023
"Las Condes, Manquehue esquina El Director",191526500,5500.0,48,48,1,1,1,21/03/2023
"La Cisterna, Santa Clara 349",94022100,2700.0,43,43,1,1,0,21/03/2023
"Santiago, Entre Andes y Av. Mapocho",64422550,1850.0,46,46,1,1,0,21/03/2023
"Estación Central, Av. Maria Rozas - Av. Ecuador - Estación Central",57457950,1650.0,37,37,2,1,0,21/03/2023
"Santiago, San isidro // porvenir",83000000,2383.482,60,60,3,1,0,21/03/2023
"Santiago, Amunategui / Santo Domingo",99245550,2850.0,57,57,2,2,1,21/03/2023
"Ñuñoa, Condell, Ñuñoa",323853900,9300.0,144,144,2,2,1,21/03/2023
"Ñuñoa, Plaza Ñuñoa",121880500,3500.0,40,40,1,1,1,21/03/2023
"Santiago, Santa isabel",97504400,2800.0,43,43,2,1,0,21/03/2023
"Las Condes, Alicante/Portofino",250725600,7200.0,89,89,2,2,1,21/03/2023
"Vitacura, Avenida Vitacura",609054270,17490.0,280,280,4,4,0,21/03/2023
"Santiago, Santa Isabel / Carmen",104469000,3000.0,50,50,2,2,0,21/03/2023
"Lo Barnechea, Pie andino-el huinganal",400464500,11500.0,139,139,3,3,2,21/03/2023
"Conchalí, Dorsal 1389",68990000,1981.162,60,60,2,1,0,21/03/2023
"La Cisterna, Madame adriana bolland",87057500,2500.0,44,44,2,1,1,21/03/2023
"Independencia, Ingleterra 1605",79000000,2268.616,55,55,2,1,1,21/03/2023
"Santiago, San Diego/Santiago",80092900,2300.0,39,39,2,1,0,21/03/2023
"San Bernardo, Arturo Gordon/Miguel de Unamuno",68000000,1952.732,50,50,4,1,0,21/03/2023
"Santiago, Av. Santa Rosa/Victoria",70000000,2010.166,47,47,3,1,0,21/03/2023
"Santiago, Diez de Julio/Eyzaguirre",135809700,3900.0,71,71,2,2,0,21/03/2023
"La Granja, Sargento Aldea/Americo Vespucio",62000000,1780.432,47,47,3,1,0,21/03/2023
"Lo Prado, Los tamarindos 5580 lo prado",47951271,1377.0,55,55,3,1,0,21/03/2023
"Santiago, San pablo/rosas",116657050,3350.0,55,55,2,2,2,21/03/2023
"La Cisterna, Gran Avenida José Miguel Carrera/Eulogio Altamirano",96494533,2771.0,52,52,2,1,0,21/03/2023
